question,answer,source
"Select the solid. Choose from: fruit punch, coffee, rain puddle, beads.","Coffee is a liquid. A liquid takes the shape of any container it is in. If you pour coffee into a different container, the coffee will take the shape of that container. But the coffee will still take up the same amount of space.
Each bead in the jar is a solid. If you put many beads into a bottle, they will take the shape of the bottle, as a liquid would. But be careful! Beads are not a liquid. Each bead still has a size and shape of its own.
A rain puddle is a liquid. A liquid takes the shape of any container it is in. If you collect rainwater in a bucket, the rainwater will take the shape of the bucket. But the rainwater will still take up the same amount of space.
Fruit punch is a liquid. A liquid takes the shape of any container it is in. If you pour fruit punch into a cup, the punch will take the shape of the cup. But the punch will still take up the same amount of space.",PhysicsScienceQA
"The objects are identical except for their temperatures. Which object has the least thermal energy? Choose from: a watermelon at a temperature of 10°C, a watermelon at a temperature of 17°C, a watermelon at a temperature of 29°C.","All three watermelons have the same mass but different temperatures. Since the 10°C watermelon is the coldest, it has the least thermal energy.",PhysicsScienceQA
"Two students get ready to leave school. The students have the same rolling backpacks. Each student has different books in her backpack. The students start rolling their backpacks at the same speed. Which backpack is pulled with a larger force? Choose from: a backpack carrying 9 pounds, a backpack carrying 6 pounds.","Look for the backpack that is heavier.
A backpack carrying 9 pounds is heavier than a backpack carrying 6 pounds. So, the backpack carrying 9 pounds needs to be pulled with a larger force to start rolling at the same speed as the other backpack.",PhysicsScienceQA
"Which would stretch the most? Choose from: gold nugget, aluminum foil, gum.","Stretchy is a property. A stretchy material gets longer when you pull on it.
Look at each picture, one at a time. Imagine pulling on the material shown in each picture.
Of the choices, the gum would stretch the most. If you pull on soft chewing gum, it will get longer.",PhysicsScienceQA
"The objects are identical except for their temperatures. Which object has more thermal energy? Choose from: a 120-gram bottle of water at a temperature of 20°C, a 120-gram bottle of water at a temperature of 5°C.","The two bottles of water have the same mass but different temperatures. Since the 20°C bottle of water is hotter than the 5°C bottle of water, it has more thermal energy.",PhysicsScienceQA
"The objects are identical except for their temperatures. Which object has more thermal energy? Choose from: a 240-gram bottle of water at a temperature of 25°C, a 240-gram bottle of water at a temperature of 10°C.","The two bottles of water have the same mass but different temperatures. Since the 25°C bottle of water is hotter than the 10°C bottle of water, it has more thermal energy.",PhysicsScienceQA
"The objects are identical except for their temperatures. Which object has the most thermal energy? Choose from: a 350-gram mug of cocoa at a temperature of 143°F, a 350-gram mug of cocoa at a temperature of 160°F, a 350-gram mug of cocoa at a temperature of 132°F.","All three mugs of cocoa have the same mass but different temperatures. Since the 160°F mug of cocoa is the hottest, it has the most thermal energy.",PhysicsScienceQA
"Which is the most flexible? Choose from: bone, glass jar, rubber band.","Flexible is a property. A flexible material can be bent without breaking easily.
Look at each picture, one at a time. Imagine bending the material shown in each picture.
Of the choices, the rubber band is the most flexible. If you bend rubber, it will not break.",PhysicsScienceQA
"A rescue helicopter is moving directly upward at a constant speed. Which statement describes the helicopter's motion? Choose from: The helicopter has a constant velocity., The helicopter is accelerating..","The helicopter is moving in a straight line at a constant speed. So, the helicopter has a constant velocity.",PhysicsScienceQA
"Which is harder? Choose from: rope, ice cube.","Hard is a property. A hard material keeps its shape when you press on it with your finger.
Look at each picture, one at a time. Imagine pushing on the material shown in each picture.
Of the choices, the ice cube is harder. If you squeeze an ice cube, it will not change shape, unless it starts to melt!",PhysicsScienceQA
"Isaac Newton was born in the 1600s and studied how objects move. He discovered three fundamental laws about forces and motion. According to Newton's third law, for every force, there is an equal and opposite force.
Consider the following force:
Lee is pushing on his friend's wheelchair. According to Newton's third law, what other force must be happening? Choose from: The wheelchair is pushing on Lee., The wheelchair is pulling on Lee..","Lee is pushing on the wheelchair. So, Newton's third law tells you that the wheelchair is pushing on Lee.",PhysicsScienceQA
"The objects are identical except for their temperatures. Which object has more thermal energy? Choose from: a bowl of oatmeal at a temperature of 70°F, a bowl of oatmeal at a temperature of 75°F.","The two bowls of oatmeal have the same mass but different temperatures. Since the 75°F bowl of oatmeal is hotter than the 70°F bowl of oatmeal, it has more thermal energy.",PhysicsScienceQA
"Kids from two different schools are riding their school buses home. The buses are the same. They are going the same speed. But different numbers of kids are riding in each bus. Each bus takes the same amount of time to stop. Which school bus needs a larger force to come to a stop? Choose from: a school bus carrying 600 pounds, a school bus carrying 500 pounds.","Look for the school bus that is heavier.
A school bus carrying 600 pounds is heavier than a school bus carrying 500 pounds. So, the school bus carrying 600 pounds needs a larger force to come to a stop in the same amount of time as the other bus.",PhysicsScienceQA
